country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.6603346,77.3572563,SO2,4.0,95.0,12.0
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.6603346,77.3572563,OZONE,39.0,136.0,70.0
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.6603346,77.3572563,PM2.5,25.0,307.0,100.0
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.6603346,77.3572563,NO2,27.0,102.0,56.0
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.6603346,77.3572563,CO,27.0,41.0,34.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,NO2,20.0,66.0,36.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,NH3,4.0,18.0,9.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,OZONE,10.0,23.0,18.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,SO2,6.0,7.0,7.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,PM2.5,52.0,332.0,121.0
India,Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.739153,77.273668,PM10,62.0,274.0,118.0
India,Uttar Pradesh,Ghaziabad,"Wave City, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.646675,77.489049,SO2,1.0,3.0,2.0
India,Uttar Pradesh,Ghaziabad,"Wave City, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.646675,77.489049,CO,80.0,94.0,88.0
India,Uttar Pradesh,Ghaziabad,"Wave City, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.646675,77.489049,NO2,15.0,26.0,19.0
India,Uttar Pradesh,Ghaziabad,"Wave City, Ghaziabad - UPPCB",2026-08-09 17:00:00,28.646675,77.489049,OZONE,9.0,19.0,16.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,SO2,8.0,11.0,10.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,PM10,119.0,500.0,244.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,NO2,13.0,83.0,37.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,NH3,5.0,9.0,6.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,OZONE,30.0,67.0,57.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,PM2.5,36.0,208.0,77.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-08-09 17:00:00,28.47272,77.482,CO,40.0,48.0,43.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,PM2.5,40.0,261.0,88.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,NH3,7.0,9.0,8.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,SO2,3.0,11.0,7.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,PM10,95.0,462.0,200.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,NO2,28.0,103.0,51.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,CO,9.0,17.0,14.0
India,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-08-09 17:00:00,28.557054,77.453663,OZONE,23.0,63.0,47.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-08-09 17:00:00,28.422681,77.148944,PM10,62.0,138.0,107.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-08-09 17:00:00,28.422681,77.148944,NO2,13.0,48.0,24.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-08-09 17:00:00,28.422681,77.148944,OZONE,30.0,52.0,44.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-08-09 17:00:00,28.422681,77.148944,PM2.5,32.0,114.0,61.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-08-09 17:00:00,28.422681,77.148944,CO,24.0,36.0,28.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,PM2.5,30.0,126.0,61.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,OZONE,31.0,81.0,57.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,NO2,23.0,67.0,39.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,NH3,8.0,21.0,13.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,CO,2.0,13.0,6.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,PM10,26.0,97.0,51.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-08-09 17:00:00,28.4227,77.0667,SO2,6.0,10.0,8.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,CO,3.0,28.0,15.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,PM10,52.0,106.0,77.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,NH3,8.0,15.0,11.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,OZONE,9.0,48.0,31.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,PM2.5,49.0,109.0,74.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,SO2,4.0,12.0,8.0
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2026-08-09 17:00:00,28.4275,77.1465,NO2,26.0,54.0,40.0
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2026-08-09 17:00:00,28.4501238,77.0263051,NO2,1.0,13.0,5.0
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2026-08-09 17:00:00,28.4501238,77.0263051,SO2,2.0,29.0,12.0
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2026-08-09 17:00:00,28.4501238,77.0263051,CO,25.0,88.0,47.0
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2026-08-09 17:00:00,28.4501238,77.0263051,OZONE,2.0,51.0,33.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,NH3,3.0,3.0,3.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,NO2,16.0,17.0,17.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,PM2.5,30.0,340.0,81.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,SO2,7.0,12.0,10.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,CO,7.0,25.0,14.0
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-08-09 17:00:00,28.5447608,77.3231257,OZONE,14.0,18.0,17.0
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-08-09 17:00:00,28.6245479,77.3577104,PM10,59.0,188.0,112.0
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-08-09 17:00:00,28.6245479,77.3577104,NO2,2.0,66.0,31.0
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-08-09 17:00:00,28.6245479,77.3577104,CO,20.0,36.0,26.0
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-08-09 17:00:00,28.6245479,77.3577104,PM2.5,8.0,232.0,91.0
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-08-09 17:00:00,28.6245479,77.3577104,OZONE,20.0,36.0,31.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,NH3,4.0,5.0,5.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,SO2,4.0,10.0,6.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,PM10,62.0,205.0,126.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,PM2.5,10.0,244.0,62.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,CO,44.0,51.0,48.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,OZONE,54.0,106.0,85.0
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-08-09 17:00:00,28.5898,77.3101,NO2,8.0,50.0,25.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,PM2.5,70.0,333.0,138.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,NH3,8.0,14.0,10.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,SO2,7.0,16.0,13.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,PM10,91.0,413.0,173.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,NO2,18.0,123.0,57.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,CO,16.0,48.0,36.0
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-08-09 17:00:00,28.56923,77.393848,OZONE,41.0,117.0,90.0
